Time,running_time,x,y
21:46:08,1.88,608,372
21:46:08,1.96,802,421
21:46:08,1.98,802,421
21:46:08,2.10,713,470
21:46:08,2.15,635,501
21:46:08,2.18,635,501
21:46:08,2.26,635,501
